game,console,loose_val,complete_val,new_val,date(D/M/Y)
Konami Collector's Series Arcade Advanced,gameboy-advance,4.99,10.37,13.99,10/02/2020
Dragon Ball Z Supersonic Warriors,gameboy-advance,10.11,29.76,41.55,10/02/2020
River City Ransom,gameboy-advance,30.12,53.06,96.93,10/02/2020
Mega Man Zero 4,gameboy-advance,16.12,47.49,86.63,10/02/2020
Spiderman 2,gameboy-advance,4.21,11.49,12.88,10/02/2020
Summon Night Swordcraft Story,gameboy-advance,39.00,66.19,114.98,10/02/2020
Klonoa Empire of Dreams,gameboy-advance,22.59,57.90,78.05,10/02/2020
Spiderman,gameboy-advance,5.48,11.42,19.26,10/02/2020
Finding Nemo,gameboy-advance,4.21,6.99,9.91,10/02/2020
LEGO Star Wars,gameboy-advance,5.25,9.14,19.55,10/02/2020
Harry Potter Sorcerers Stone,gameboy-advance,5.75,11.99,23.97,10/02/2020
Street Fighter Alpha 3,gameboy-advance,24.99,40.50,87.22,10/02/2020
Tony Hawk 2,gameboy-advance,5.88,10.42,18.61,10/02/2020
Double Dragon Advance,gameboy-advance,35.06,119.78,179.58,10/02/2020
Spyro Attack of the Rhynocs,gameboy-advance,9.74,31.62,32.35,10/02/2020
Dr. Mario Classic NES Series,gameboy-advance,10.00,19.47,29.60,10/02/2020
Mega Man Battle Network 6 Cybeast Gregar,gameboy-advance,24.88,64.81,105.09,10/02/2020
Crash Nitro Kart,gameboy-advance,6.67,14.99,25.78,10/02/2020
Star Wars Episode II Attack of the Clones,gameboy-advance,4.35,11.09,16.34,10/02/2020
LEGO Star Wars II Original Trilogy,gameboy-advance,4.96,8.49,21.88,10/02/2020
The Incredibles,gameboy-advance,2.27,6.04,10.00,10/02/2020
Mega Man Battle Network 5 Team Protoman,gameboy-advance,12.75,33.50,51.32,10/02/2020
Mega Man Battle Network 5 Team Colonel,gameboy-advance,10.49,35.54,49.95,10/02/2020
Mega Man Battle Network 6 Cybeast Falzar,gameboy-advance,21.56,43.62,107.49,10/02/2020
Rayman Advance,gameboy-advance,6.97,16.99,34.96,10/02/2020
Riviera The Promised Land,gameboy-advance,16.91,36.50,70.25,10/02/2020
Spirits and Spells,gameboy-advance,24.80,119.49,214.17,10/02/2020
SpongeBob SquarePants Battle for Bikini Bottom,gameboy-advance,6.24,12.60,24.97,10/02/2020
Dragon Ball GT Transformation,gameboy-advance,8.42,20.39,27.03,10/02/2020
Lufia Ruins of Lore,gameboy-advance,21.16,53.87,85.89,10/02/2020
Grand Theft Auto Advance,gameboy-advance,18.88,44.98,108.81,10/02/2020
Star Wars Flight of Falcon,gameboy-advance,3.29,9.23,16.90,10/02/2020
Shrek 2,gameboy-advance,3.77,8.57,9.48,10/02/2020
Legend of Spyro A New Beginning,gameboy-advance,8.61,15.15,23.20,10/02/2020
Shining Soul II,gameboy-advance,28.49,85.05,137.50,10/02/2020
Medabots: Metabee,gameboy-advance,40.81,80.00,179.00,10/02/2020
Klonoa 2 Dream Champ Tournament,gameboy-advance,22.01,36.84,50.39,10/02/2020
Yu-Gi-Oh World Wide Edition,gameboy-advance,5.87,15.44,46.09,10/02/2020
DK King of Swing,gameboy-advance,8.49,17.99,26.97,10/02/2020
Tekken Advance,gameboy-advance,7.95,17.27,26.25,10/02/2020
Shaman King Master of Spirits,gameboy-advance,9.21,17.52,30.99,10/02/2020
Shining Soul,gameboy-advance,22.26,65.00,90.84,10/02/2020
TMNT,gameboy-advance,11.00,26.98,40.14,10/02/2020
Cars,gameboy-advance,4.00,5.16,13.47,10/02/2020
Bomberman Classic NES Series,gameboy-advance,8.29,18.39,35.00,10/02/2020
Summon Night Swordcraft Story 2,gameboy-advance,41.24,73.85,97.24,10/02/2020
Mega Man Battle Network 4 Red Sun,gameboy-advance,14.47,34.97,72.32,10/02/2020
Demikids Dark Version,gameboy-advance,44.99,152.07,228.20,10/02/2020
Quad Desert Fury,gameboy-advance,2.13,6.22,7.52,10/02/2020
Sabre Wulf,gameboy-advance,12.64,40.88,76.01,10/02/2020
SpongeBob SquarePants The Movie,gameboy-advance,4.66,11.00,29.58,10/02/2020
Wolfenstein 3D,gameboy-advance,14.99,30.34,89.99,10/02/2020
2006 FIFA World Cup,gameboy-advance,6.05,7.99,11.75,10/02/2020
Rock 'n Roll Racing,gameboy-advance,19.67,37.52,38.74,10/02/2020
SpongeBob SquarePants Revenge of the Flying Dutchman,gameboy-advance,4.97,11.99,14.61,10/02/2020
Star Wars Episode III Revenge of the Sith,gameboy-advance,6.80,14.51,21.74,10/02/2020
Harry Potter Prisoner of Azkaban,gameboy-advance,6.88,10.94,19.61,10/02/2020
The Lost Vikings,gameboy-advance,13.58,24.98,34.24,10/02/2020
Dragon Ball Z Collectible Card Game,gameboy-advance,3.84,19.79,33.72,10/02/2020
Lime and Orange Gameboy Advance SP,gameboy-advance,52.47,111.94,167.91,10/02/2020
Lord of the Rings Fellowship of the Ring,gameboy-advance,5.59,10.89,14.80,10/02/2020
Yu-Gi-Oh World Championship Tournament 2004,gameboy-advance,6.09,16.46,44.94,10/02/2020
GBA Video Teenage Mutant Ninja Turtles Volume 1,gameboy-advance,8.61,16.50,17.99,10/02/2020
Yu-Gi-Oh Sacred Cards,gameboy-advance,6.95,17.70,28.62,10/02/2020
Lord of the Rings Two Towers,gameboy-advance,5.82,12.10,19.95,10/02/2020
Fortress,gameboy-advance,4.06,5.13,14.30,10/02/2020
Super Monkey Ball Jr.,gameboy-advance,6.38,14.99,17.38,10/02/2020
Rayman 3,gameboy-advance,9.38,15.13,20.19,10/02/2020
Chronicles of Narnia Lion Witch and the Wardrobe,gameboy-advance,2.99,6.53,6.75,10/02/2020
Crash and Spyro Superpack: Season of Ice &amp; Huge Adventure,gameboy-advance,11.81,26.42,29.99,10/02/2020
Harry Potter and the Goblet of Fire,gameboy-advance,6.12,9.14,14.84,10/02/2020
Crash Superpack,gameboy-advance,7.10,17.24,30.07,10/02/2020
Super Puzzle Fighter 2,gameboy-advance,10.52,21.44,26.34,10/02/2020
Krazy Racers,gameboy-advance,14.67,44.96,68.61,10/02/2020
Namco Museum 50th Anniversary,gameboy-advance,8.00,17.37,24.49,10/02/2020
Robopon 2 Cross Version,gameboy-advance,23.74,43.80,64.95,10/02/2020
Dokapon Monster Hunter,gameboy-advance,16.97,46.90,86.08,10/02/2020
Duel Masters Kaijudo Showdown,gameboy-advance,2.67,7.42,9.13,10/02/2020
Monster Rancher Advance,gameboy-advance,9.99,44.21,47.91,10/02/2020
Lilo and Stitch,gameboy-advance,6.81,16.47,22.99,10/02/2020
Scooby Doo Cyber Chase And Mystery Mayhem,gameboy-advance,5.56,11.85,17.83,10/02/2020
Super Robot Taisen Original Generation 2,gameboy-advance,30.73,60.25,90.00,10/02/2020
Dragon Ball Z Buu's Fury / GT Transformation,gameboy-advance,21.95,87.49,122.33,10/02/2020
Xevious Classic NES Series,gameboy-advance,7.13,11.37,12.99,10/02/2020
Yggdra Union,gameboy-advance,29.62,52.74,70.00,10/02/2020
Beyblade V Force,gameboy-advance,3.47,6.69,10.99,10/02/2020
Bomberman Max 2 Blue,gameboy-advance,8.35,25.00,30.41,10/02/2020
Disney Princess,gameboy-advance,5.72,8.21,14.74,10/02/2020
Dungeons &amp; Dragons Eye of the Beholder,gameboy-advance,7.49,18.49,26.83,10/02/2020
Dynasty Warriors Advance,gameboy-advance,4.71,7.73,10.04,10/02/2020
Super Robot Taisen Original Generation,gameboy-advance,22.92,53.52,62.88,10/02/2020
Texas Hold Em Poker,gameboy-advance,2.24,2.90,5.97,10/02/2020
Brother Bear,gameboy-advance,4.03,9.50,12.90,10/02/2020
Sega Smash Pack,gameboy-advance,5.40,11.31,16.97,10/02/2020
Madagascar,gameboy-advance,2.07,3.44,9.36,10/02/2020
Teen Titans,gameboy-advance,7.00,25.15,31.12,10/02/2020
Gameboy Advance Game Link Cable,gameboy-advance,14.21,30.31,45.47,10/02/2020
Legend of Spyro The Eternal Night,gameboy-advance,9.47,22.30,30.88,10/02/2020
Need for Speed Underground 2,gameboy-advance,4.92,9.41,14.10,10/02/2020
The Sims Bustin Out,gameboy-advance,7.59,14.65,14.80,10/02/2020
Sonic Advance &amp; Sonic Pinball Party,gameboy-advance,13.20,33.71,60.04,10/02/2020
SpongeBob SquarePants Super Sponge,gameboy-advance,5.49,9.54,14.31,10/02/2020
Jet Grind Radio,gameboy-advance,28.67,65.00,94.50,10/02/2020
Kim Possible 2,gameboy-advance,5.27,9.99,15.96,10/02/2020
Naruto Ninja Council,gameboy-advance,7.82,20.25,20.70,10/02/2020
Mario Party E-Reader,gameboy-advance,52.00,61.36,80.00,10/02/2020
Spyro Superpack,gameboy-advance,8.15,16.99,24.68,10/02/2020
Dogz,gameboy-advance,4.10,6.03,11.21,10/02/2020
LEGO Bionicle,gameboy-advance,3.17,8.96,10.00,10/02/2020
Need for Speed Most Wanted,gameboy-advance,5.05,10.60,26.64,10/02/2020
Pirates of the Caribbean Dead Man's Chest,gameboy-advance,3.99,6.10,8.00,10/02/2020
The Revenge of Shinobi,gameboy-advance,6.38,20.99,26.00,10/02/2020
Ultimate Spiderman,gameboy-advance,6.99,11.96,24.01,10/02/2020
King of Fighters EX2 Howling Blood,gameboy-advance,33.47,67.60,75.04,10/02/2020
Tak 2 The Staff of Dreams,gameboy-advance,3.62,8.77,8.94,10/02/2020
The Sims 2,gameboy-advance,7.71,11.93,21.27,10/02/2020
Capcom Classics Mini Mix,gameboy-advance,9.87,16.75,21.42,10/02/2020
Tony Hawk 4,gameboy-advance,4.99,12.81,19.98,10/02/2020
Tony Hawk Underground,gameboy-advance,4.48,8.87,11.67,10/02/2020
Lord of the Rings Return of the King,gameboy-advance,5.52,13.45,23.48,10/02/2020
Magical Quest 3 Starring Mickey and Donald,gameboy-advance,35.95,115.83,128.75,10/02/2020
Spiderman Mysterio's Menace,gameboy-advance,8.05,30.12,31.50,10/02/2020
Advance Guardian Heroes,gameboy-advance,18.38,35.02,39.64,10/02/2020
GBA Video Pokemon Beach Blank-out Blastoise and Go West Young Meowth,gameboy-advance,6.99,11.15,19.99,10/02/2020
Harry Potter Quidditch World Cup,gameboy-advance,4.78,9.47,17.97,10/02/2020
Medabots: Rokusho Version,gameboy-advance,33.57,61.36,63.71,10/02/2020
Orange Gameboy Advance System,gameboy-advance,31.31,68.88,100.19,10/02/2020
Power Rangers Dino Thunder,gameboy-advance,5.27,10.99,16.49,10/02/2020
Shaman King Master of Spirits 2,gameboy-advance,20.10,20.42,50.93,10/02/2020
Tony Hawk 3,gameboy-advance,5.28,11.69,18.88,10/02/2020
Banjo Pilot,gameboy-advance,19.43,62.19,85.00,10/02/2020
Ice Climber Classic NES Series,gameboy-advance,8.16,17.20,30.69,10/02/2020
Fire Pro Wrestling,gameboy-advance,7.72,16.73,27.39,10/02/2020
Invincible Iron Man,gameboy-advance,22.49,60.65,90.98,10/02/2020
Iridion II,gameboy-advance,25.00,55.00,68.59,10/02/2020
Star Wars Trilogy Apprentice Of The Force,gameboy-advance,6.22,15.48,29.53,10/02/2020
Teenage Mutant Ninja Turtles 2 Battle Nexus,gameboy-advance,8.47,34.99,43.46,10/02/2020
The Urbz Sims in the City,gameboy-advance,7.75,14.06,26.54,10/02/2020
Zone of the Enders The Fist of Mars,gameboy-advance,19.99,51.25,102.24,10/02/2020
Scooby Doo Mystery Mayhem,gameboy-advance,4.79,9.00,12.51,10/02/2020
Yu Yu Hakusho Spirit Detective,gameboy-advance,3.48,12.02,13.77,10/02/2020
Godzilla Domination,gameboy-advance,17.99,38.21,59.99,10/02/2020
Monsters Inc,gameboy-advance,4.10,6.50,10.22,10/02/2020
Need for Speed Porsche Unleashed,gameboy-advance,3.11,9.84,11.99,10/02/2020
Duel Masters Sempai Legends,gameboy-advance,4.92,12.92,17.49,10/02/2020
Tony Hawk Underground 2,gameboy-advance,5.26,5.74,9.94,10/02/2020
Altered Beast Guardian of the Realms,gameboy-advance,15.24,37.50,56.39,10/02/2020
Mortal Kombat Advance,gameboy-advance,16.99,34.69,51.30,10/02/2020
Super Dodge Ball Advance,gameboy-advance,5.53,16.00,30.29,10/02/2020
Demikids Light Version,gameboy-advance,33.28,151.65,235.87,10/02/2020
The Hobbit,gameboy-advance,4.54,10.21,15.09,10/02/2020
Gradius Galaxies,gameboy-advance,18.98,27.26,65.23,10/02/2020
Rebelstar Tactical Command,gameboy-advance,10.62,24.80,32.45,10/02/2020
Baldur's Gate Dark Alliance,gameboy-advance,23.45,46.84,47.92,10/02/2020
Gauntlet Dark Legacy,gameboy-advance,11.78,37.72,73.30,10/02/2020
Gekido Advance Kintaro's Revenge,gameboy-advance,20.81,51.65,100.00,10/02/2020
Chicken Little,gameboy-advance,3.82,7.00,9.47,10/02/2020
E-Reader,gameboy-advance,16.65,45.00,51.00,10/02/2020
Robopon 2 Ring Version,gameboy-advance,29.99,67.04,71.25,10/02/2020
Scurge Hive,gameboy-advance,13.71,30.00,46.50,10/02/2020
Wario Ware Twisted,gameboy-advance,30.21,54.16,100.00,10/02/2020
Iridion 3D,gameboy-advance,5.86,14.99,27.76,10/02/2020
Medabots AX: Metabee,gameboy-advance,7.99,33.68,64.08,10/02/2020
The Incredible Hulk,gameboy-advance,4.38,13.99,18.48,10/02/2020
Cartoon Network Speedway,gameboy-advance,4.56,6.99,8.31,10/02/2020
Excitebike Classic NES Series,gameboy-advance,9.12,26.28,49.95,10/02/2020
The Tower SP,gameboy-advance,13.55,24.72,34.63,10/02/2020
Mobile Suit Gundam Seed Battle Assault,gameboy-advance,14.04,43.81,66.08,10/02/2020
Robotech The Macross Saga,gameboy-advance,7.47,31.31,41.09,10/02/2020
Space Channel 5 Ulalas Cosmic Attack,gameboy-advance,34.99,46.00,72.03,10/02/2020
Yu-Gi-Oh Dungeon Dice Monsters,gameboy-advance,7.47,24.99,35.00,10/02/2020
Buffy the Vampire Slayer Wrath of the Darkhul King,gameboy-advance,21.40,45.01,76.69,10/02/2020
Dr. Mario / Puzzle League,gameboy-advance,9.87,19.99,24.90,10/02/2020
Gameboy Advance SP AC Adaptor,gameboy-advance,4.69,10.00,15.00,10/02/2020
Jimmy Neutron Attack of the Twonkies,gameboy-advance,2.91,3.44,4.99,10/02/2020
Robot Wars Advanced Destruction,gameboy-advance,4.89,10.89,15.71,10/02/2020
Tak Great Juju Challenge,gameboy-advance,4.26,6.17,9.52,10/02/2020
Teenage Mutant Ninja Turtles Double Pack,gameboy-advance,15.97,40.00,40.14,10/02/2020
Battlebots Design and Destroy,gameboy-advance,3.08,7.02,10.56,10/02/2020
Bomberman Max 2 Red,gameboy-advance,5.00,13.74,28.01,10/02/2020
GBA Video Pokemon Johto Photo Finish and Playing with Fire,gameboy-advance,6.84,17.09,20.41,10/02/2020
Magical Quest Starring Mickey and Minnie,gameboy-advance,8.48,29.58,34.92,10/02/2020
Earthworm Jim 2,gameboy-advance,15.62,33.12,44.62,10/02/2020
Need for Speed Underground,gameboy-advance,5.65,12.69,16.99,10/02/2020
Rave Master Special Attack Force,gameboy-advance,6.51,8.99,14.90,10/02/2020
Tak and the Power of JuJu,gameboy-advance,4.09,8.65,15.15,10/02/2020
Activision Anthology,gameboy-advance,16.16,27.00,33.89,10/02/2020
Gem Smashers,gameboy-advance,15.45,137.06,300.00,10/02/2020
Digimon Battle Spirit,gameboy-advance,8.75,26.73,28.00,10/02/2020
SpongeBob SquarePants Lights Camera Pants,gameboy-advance,4.48,9.91,14.90,10/02/2020
Ms. Pac-Man Maze Madness,gameboy-advance,5.49,7.99,12.52,10/02/2020
Hamtaro Ham-ham Games,gameboy-advance,5.98,8.96,18.10,10/02/2020
Zoids Legacy,gameboy-advance,25.00,45.16,69.50,10/02/2020
Midnight Club Street Racing,gameboy-advance,4.14,4.99,13.14,10/02/2020
R-Type III The Third Lightning,gameboy-advance,23.71,35.38,44.77,10/02/2020
Yu-Gi-Oh Destiny Board Traveler,gameboy-advance,2.99,11.65,17.70,10/02/2020
Yu-Gi-Oh Double Pack,gameboy-advance,7.53,18.20,40.00,10/02/2020
Gauntlet and Rampart,gameboy-advance,7.02,9.46,9.99,10/02/2020
Monster Rancher Advance 2,gameboy-advance,13.50,33.53,33.55,10/02/2020
Monster Trucks,gameboy-advance,3.59,6.22,7.44,10/02/2020
Mortal Kombat Deadly Alliance,gameboy-advance,12.97,34.19,51.29,10/02/2020
Jurassic Park III Park Builder,gameboy-advance,9.61,33.64,47.51,10/02/2020
Digimon Battle Spirit 2,gameboy-advance,9.31,32.99,41.95,10/02/2020
GBA Video Super Robot Monkey Team Volume 1,gameboy-advance,34.92,76.86,85.00,10/02/2020
Jackie Chan Adventures,gameboy-advance,7.42,23.25,38.39,10/02/2020
Harry Potter and the Order of the Phoenix,gameboy-advance,9.75,15.36,20.71,10/02/2020
The Sims 2: Pets,gameboy-advance,6.61,10.79,11.29,10/02/2020
007 Everything or Nothing,gameboy-advance,5.14,10.86,14.17,10/02/2020
007 Nightfire,gameboy-advance,10.51,23.58,38.35,10/02/2020
3-in-1 Rec Room Challenge,gameboy-advance,5.23,11.52,16.74,10/02/2020
3-in-1 Sports Pack,gameboy-advance,4.97,10.96,11.02,10/02/2020
3D Pool,gameboy-advance,4.42,5.99,7.27,10/02/2020
A Sound of Thunder,gameboy-advance,20.24,79.77,87.29,10/02/2020
ATV Quad Power Racing,gameboy-advance,3.37,3.88,8.00,10/02/2020
ATV Thunder Ridge Riders,gameboy-advance,4.89,6.78,10.00,10/02/2020
Ace Combat Advance,gameboy-advance,4.96,9.74,9.74,10/02/2020
Action Replay Max,gameboy-advance,9.99,161.24,241.86,10/02/2020
Aero the Acro-Bat,gameboy-advance,7.00,16.99,18.38,10/02/2020
Agassi Tennis Generation,gameboy-advance,2.32,4.58,6.87,10/02/2020
Aggravation / Sorry /  Scrabble Jr,gameboy-advance,3.58,5.95,7.57,10/02/2020
Aggressive Inline,gameboy-advance,4.16,8.73,8.94,10/02/2020
Air Hockey E-Reader,gameboy-advance,0.99,2.18,3.17,10/02/2020
Airforce Delta Storm,gameboy-advance,7.11,16.15,17.92,10/02/2020
Alex Rider Stormbreaker,gameboy-advance,3.42,5.28,5.45,10/02/2020
Alienators Evolution Continues,gameboy-advance,3.54,9.72,13.03,10/02/2020
All-Star Baseball 2003,gameboy-advance,4.98,5.00,7.48,10/02/2020
All-Star Baseball 2004,gameboy-advance,4.99,14.94,15.48,10/02/2020
Amazing Virtual Sea-Monkeys,gameboy-advance,16.22,39.99,46.40,10/02/2020
American Bass Challenge,gameboy-advance,3.12,8.00,8.89,10/02/2020
American Dragon Jake Long Rise of the Huntsclan,gameboy-advance,5.72,6.99,11.77,10/02/2020
American Idol,gameboy-advance,3.74,6.66,9.99,10/02/2020
An American Tail Fievel's Gold Rush,gameboy-advance,7.01,22.48,29.99,10/02/2020
Animal Crossing Series 1 E-Reader,gameboy-advance,4.06,8.66,12.99,10/02/2020
Animal Crossing Series 2 E-Reader,gameboy-advance,N/A,N/A,19.99,10/02/2020
Animal Crossing Series 3 E-Reader,gameboy-advance,N/A,N/A,29.95,10/02/2020
Animal Snap,gameboy-advance,3.79,7.10,10.14,10/02/2020
Ant Bully,gameboy-advance,3.19,5.66,7.65,10/02/2020
Antz Extreme Racing,gameboy-advance,4.12,7.12,10.68,10/02/2020
Arctic Tale,gameboy-advance,4.25,4.92,6.98,10/02/2020
Army Men Advance,gameboy-advance,5.24,12.00,17.22,10/02/2020
Army Men Operation Green,gameboy-advance,11.84,32.14,38.00,10/02/2020
Army Men Turf War,gameboy-advance,12.14,13.59,19.99,10/02/2020
Around the World in 80 Days,gameboy-advance,3.88,5.73,7.14,10/02/2020
Arthur and the Invisibles,gameboy-advance,2.45,6.10,6.99,10/02/2020
Atari Anniversary Advance,gameboy-advance,9.22,10.87,21.61,10/02/2020
Atomic Betty,gameboy-advance,4.60,9.98,12.39,10/02/2020
Avatar The Burning Earth,gameboy-advance,7.87,8.99,17.42,10/02/2020
Avatar the Last Airbender,gameboy-advance,6.35,12.50,14.13,10/02/2020
BMX Trick Racer,gameboy-advance,2.67,11.62,17.99,10/02/2020
Babar: To the Rescue,gameboy-advance,6.25,8.50,9.46,10/02/2020
Back Track,gameboy-advance,14.24,27.24,33.53,10/02/2020
Back to Stone,gameboy-advance,7.29,17.59,26.39,10/02/2020
Backyard Baseball,gameboy-advance,4.39,9.37,14.12,10/02/2020
Backyard Baseball 2006,gameboy-advance,4.50,5.16,11.35,10/02/2020
Backyard Baseball 2007,gameboy-advance,4.22,8.99,12.77,10/02/2020
Backyard Basketball,gameboy-advance,4.72,6.99,9.23,10/02/2020
Backyard Basketball 2007,gameboy-advance,4.94,10.99,13.88,10/02/2020
Backyard Football,gameboy-advance,3.00,6.13,8.70,10/02/2020
Backyard Football 2006,gameboy-advance,3.37,6.33,8.25,10/02/2020
Backyard Football 2007,gameboy-advance,3.89,9.50,9.72,10/02/2020
Backyard Hockey,gameboy-advance,4.47,9.97,15.85,10/02/2020
Backyard Skateboarding,gameboy-advance,3.79,5.36,5.91,10/02/2020
Ballistic Ecks vs Sever,gameboy-advance,6.99,16.85,19.46,10/02/2020
Balloon Fight E-Reader,gameboy-advance,8.17,9.79,9.79,10/02/2020
Barbie Diaries High School Mystery,gameboy-advance,2.74,3.88,7.59,10/02/2020
Barbie Groovy Games,gameboy-advance,4.08,7.70,12.38,10/02/2020
Barbie Horse Adventures Blue Ribbon Race,gameboy-advance,4.70,5.30,11.99,10/02/2020
Barbie Princess and the Pauper,gameboy-advance,6.64,10.99,22.02,10/02/2020
Barbie Secret Agent Barbie,gameboy-advance,3.91,5.00,5.42,10/02/2020
Barbie Superpack,gameboy-advance,4.90,11.99,15.67,10/02/2020
Barbie and the Magic of Pegasus,gameboy-advance,4.26,9.37,15.78,10/02/2020
Barbie as the Island Princess,gameboy-advance,4.60,9.21,13.39,10/02/2020
Barbie in The 12 Dancing Princesses,gameboy-advance,5.76,7.96,14.00,10/02/2020
Barnyard,gameboy-advance,5.29,7.43,10.31,10/02/2020
Baseball Advance,gameboy-advance,9.90,20.02,29.89,10/02/2020
Baseball E-Reader,gameboy-advance,N/A,N/A,4.00,10/02/2020
Batman Begins,gameboy-advance,7.41,12.99,33.16,10/02/2020
Batman Rise of Sin Tzu,gameboy-advance,13.45,31.72,63.96,10/02/2020
Batman Vengeance,gameboy-advance,8.45,45.45,58.00,10/02/2020
Battle B-Daman,gameboy-advance,6.10,7.99,12.71,10/02/2020
Battle B-Daman: Fire Spirits,gameboy-advance,7.33,7.35,11.03,10/02/2020
Battle for Bikini Bottom &amp; Freeze Frame Frenzy Double Pack,gameboy-advance,5.01,9.95,14.93,10/02/2020
Battlebots Beyond the Battlebox,gameboy-advance,6.07,9.05,13.58,10/02/2020
Bee Game,gameboy-advance,4.96,11.37,38.56,10/02/2020
Berenstain Bears and the Spooky Old Tree,gameboy-advance,5.41,7.03,14.55,10/02/2020
Beyblade Grevolution,gameboy-advance,7.30,12.00,23.36,10/02/2020
Big Mutha Truckers,gameboy-advance,4.16,5.76,8.67,10/02/2020
Bionicle Heroes,gameboy-advance,5.31,7.99,16.97,10/02/2020
Bionicle Matoran Adventures,gameboy-advance,4.30,8.74,13.04,10/02/2020
Bionicle Maze of Shadows,gameboy-advance,4.59,7.35,8.50,10/02/2020
Bionicle The Game,gameboy-advance,3.16,8.02,22.83,10/02/2020
Black Gameboy Advance SP [AGS-101],gameboy-advance,88.98,122.95,184.43,10/02/2020
Blackthorne,gameboy-advance,22.06,31.64,55.67,10/02/2020
Blades of Thunder,gameboy-advance,3.17,6.97,18.38,10/02/2020
Blender Bros,gameboy-advance,32.10,88.67,105.67,10/02/2020
Blue Game Boy Advance System,gameboy-advance,47.99,104.30,153.82,10/02/2020
Board Game Classics,gameboy-advance,4.61,5.99,7.52,10/02/2020
Bookworm,gameboy-advance,11.19,23.84,50.82,10/02/2020
Boulder Dash EX,gameboy-advance,11.92,29.88,35.49,10/02/2020
Boxing Fever,gameboy-advance,3.56,9.04,15.97,10/02/2020
Bratz,gameboy-advance,4.77,6.60,10.42,10/02/2020
Bratz Babyz,gameboy-advance,4.97,14.95,21.99,10/02/2020
Bratz Forever Diamondz,gameboy-advance,1.87,3.86,4.11,10/02/2020
Bratz Rock Angelz,gameboy-advance,4.12,5.81,15.55,10/02/2020
Bratz: The Movie,gameboy-advance,2.76,2.87,4.00,10/02/2020
Britney's Dance Beat,gameboy-advance,4.56,9.99,11.49,10/02/2020
Broken Circle [Homebrew],gameboy-advance,N/A,N/A,N/A,10/02/2020
Broken Sword The Shadow of the Templars,gameboy-advance,3.89,12.86,18.31,10/02/2020
Bruce Lee,gameboy-advance,22.08,45.15,67.69,10/02/2020
Bubble Bobble New and Old,gameboy-advance,17.87,28.74,34.20,10/02/2020
Butt Ugly Martians BKM Battles,gameboy-advance,4.10,5.08,11.03,10/02/2020
CT Special Forces,gameboy-advance,14.40,29.14,39.99,10/02/2020
CT Special Forces 2,gameboy-advance,25.76,30.09,37.59,10/02/2020
Cabbage Patch Kids Patch Puppy Rescue,gameboy-advance,4.85,10.71,11.27,10/02/2020
Cabela's Big Game Hunter,gameboy-advance,3.98,9.14,14.86,10/02/2020
Cabela's Big Game Hunter 2005 Adventures,gameboy-advance,5.03,10.28,15.45,10/02/2020
Cabela's Sportsman's Pack,gameboy-advance,1.69,6.82,10.23,10/02/2020
Caesar's Palace Advance,gameboy-advance,3.96,7.16,7.94,10/02/2020
Camp Lazlo Leaky Lake Games,gameboy-advance,4.01,8.82,11.47,10/02/2020
Candy Land/Chutes and Ladders/Memory,gameboy-advance,3.70,4.19,9.97,10/02/2020
Care Bears Care Quest,gameboy-advance,4.97,11.00,14.99,10/02/2020
Cars Mater-National Championship,gameboy-advance,5.62,8.29,11.87,10/02/2020
Cartoon Network Block Party,gameboy-advance,3.64,4.81,7.24,10/02/2020
Cartoon Network Speedway [Special Edition],gameboy-advance,3.09,12.46,18.70,10/02/2020
Cartoon Network Superpack,gameboy-advance,6.73,8.73,8.86,10/02/2020
Casper,gameboy-advance,9.49,49.03,59.99,10/02/2020
Catwoman,gameboy-advance,6.00,6.30,11.07,10/02/2020
Catz,gameboy-advance,4.36,5.99,10.09,10/02/2020
Centipede Breakout and Warlords,gameboy-advance,4.77,5.05,6.57,10/02/2020
Charlie and the Chocolate Factory,gameboy-advance,3.84,6.91,12.51,10/02/2020
Charlotte's Web,gameboy-advance,4.57,4.76,6.71,10/02/2020
Chessmaster,gameboy-advance,6.47,11.99,16.84,10/02/2020
Chicken Shoot,gameboy-advance,3.56,3.74,7.68,10/02/2020
Chicken Shoot 2,gameboy-advance,4.05,5.53,6.50,10/02/2020
Chu Chu Rocket,gameboy-advance,7.61,17.31,24.72,10/02/2020
Cima The Enemy,gameboy-advance,21.19,80.99,107.31,10/02/2020
Cinderella Magical Dreams,gameboy-advance,4.85,10.54,10.74,10/02/2020
Clu Clu Land E-Reader,gameboy-advance,5.99,6.02,8.00,10/02/2020
Codebreaker,gameboy-advance,60.44,78.00,117.00,10/02/2020
Codename Kids Next Door Operation SODA,gameboy-advance,3.14,7.76,7.99,10/02/2020
Colin McRae Rally 2.0,gameboy-advance,15.95,24.34,36.50,10/02/2020
Columns Crown,gameboy-advance,5.31,23.71,32.96,10/02/2020
Connect Four/Trouble/Perfection,gameboy-advance,3.83,5.52,7.99,10/02/2020
Corvette,gameboy-advance,3.96,6.12,7.76,10/02/2020
Crash of the Titans,gameboy-advance,7.32,19.60,20.99,10/02/2020
Crazy Chase,gameboy-advance,5.01,5.04,14.07,10/02/2020
Crazy Taxi Catch a Ride,gameboy-advance,7.39,19.13,22.48,10/02/2020
Cross Town Heroes,gameboy-advance,4.13,5.69,6.99,10/02/2020
